Network          Next Hop            Metric LocPrf Weight Path

Route Distinguisher: 7303:646


*>i  10.123.19.128/27 181.88.79.182            0    100      0 ?

*>i  10.123.19.136/29 181.96.23.134            0    100      0 ?

*>i  10.123.19.160/27 181.88.69.249            0    100      0 ?

*>i  10.123.19.192/27 181.88.79.134            0    100      0 ?

*>i  10.123.19.224/27 181.88.69.226            0    100      0 ?

*>i  10.123.20.0/27   181.88.78.129            0    100      0 ?

*>i  10.123.20.32/27  181.88.69.229            0    100      0 ?

*>i  10.123.20.96/27  181.88.69.250            0    100      0 65011 ?

*>i  10.123.20.128/27 181.88.69.249            0    100      0 ?

*>i  10.123.20.160/27 181.88.69.251            0    100      0 ?

*>i  10.123.20.224/27 181.88.79.194            0    100      0 ?

*>i  10.123.21.0/27   181.88.79.134            0    100      0 ?

*>i  10.123.21.64/28  181.88.69.236            0    100      0 ?

*>i  10.123.21.80/28  181.88.69.235            0    100      0 ?

*>i  10.123.21.96/27  181.88.69.236            0    100      0 ?

*>i  10.123.21.128/27 181.88.69.226            0    100      0 ?

*>i  10.123.21.160/27 181.88.78.129            0    100      0 ?

*>i  10.123.21.192/27 200.3.64.229             0    100      0 ?

*>i  10.123.21.224/27 181.88.69.235            0    100      0 ?

*>i  10.123.22.0/27   181.88.69.235            0    100      0 ?

*>i  10.123.22.32/27  181.88.69.236            0    100      0 ?

*>i  10.123.22.64/28  181.88.69.236            0    100      0 ?

*>i  10.123.22.80/28  181.89.4.14              0    100      0 ?

*>i  10.123.22.96/27  186.153.154.234          0    100      0 ?

*>i  10.123.22.128/27 181.88.69.251            0    100      0 ?

*>i  10.123.22.160/27 181.96.23.219            0    100      0 65011 ?

*>i  10.123.22.192/27 181.88.69.236            0    100      0 ?

*>i  10.123.23.0/27   181.88.69.251            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.23.32/27  181.88.78.129            0    100      0 ?

*>i  10.123.23.64/27  181.88.79.173            0    100      0 ?

* i                   200.3.61.9               0    100      0 ?

*>i  10.123.23.96/27  181.88.69.235            0    100      0 ?

*>i  10.123.23.128/27 181.88.78.129            0    100      0 ?

*>i  10.123.23.160/27 181.88.79.173            0    100      0 ?

*>i  10.123.23.192/27 181.88.69.251            0    100      0 ?

*>i  10.123.24.0/26   181.88.69.246            0    100      0 ?

*>i  10.123.24.64/28  181.88.69.246            0    100      0 ?

*>i  10.123.24.80/28  181.88.69.246            0    100      0 ?

*>i  10.123.24.96/27  181.88.69.246            0    100      0 ?

*>i  10.123.24.104/29 181.89.4.12              0    100      0 65011 ?

*>i  10.123.24.112/28 181.88.69.246            0    100      0 ?

*>i  10.123.24.128/28 181.88.69.250            0    100      0 ?

*>i  10.123.24.144/29 181.88.69.250            0    100      0 ?

*>i  10.123.24.160/29 181.88.69.250            0    100      0 ?

*>i  10.123.24.184/30 181.96.23.248            0    100      0 ?

*>i  10.123.24.192/29 181.96.23.248            0    100      0 ?

*>i  10.123.24.193/32 181.96.23.234            0    100      0 ?

*>i  10.123.24.194/32 181.96.23.234            0    100      0 ?

*>i  10.123.24.195/32 181.96.23.234            0    100      0 ?

*>i  10.123.24.196/32 181.96.23.234            0    100      0 ?

*>i  10.123.24.200/29 181.96.23.234            0    100      0 ?

*>i  10.123.24.208/29 181.96.23.234            0    100      0 ?

*>i  10.123.25.0/27   181.96.23.155            0    100      0 ?

*>i  10.123.25.32/29  181.96.23.155            0    100      0 ?

*>i  10.123.25.41/32  181.96.23.155            0    100      0 ?

*>i  10.123.25.42/32  181.96.23.155            0    100      0 ?

*>i  10.123.25.129/32 181.88.69.236            0    100      0 ?

*>i  10.123.25.130/32 181.88.69.236            0    100      0 ?

*>i  10.123.25.136/29 181.88.69.236            0    100      0 ?

*>i  10.123.25.160/28 181.88.79.180            0    100      0 ?

*>i  10.123.25.192/27 181.88.79.180            0    100      0 ?

*>i  10.123.26.0/29   181.88.69.249            0    100      0 ?

*>i  10.123.26.16/29  181.88.69.249            0    100      0 ?

*>i  10.123.26.32/29  181.88.78.129            0    100      0 ?

*>i  10.123.26.40/29  181.88.78.129            0    100      0 ?

*>i  10.123.26.48/29  181.88.78.129            0    100      0 ?

*>i  10.123.26.64/29  181.96.23.155            0    100      0 ?

*>i  10.123.26.72/29  181.96.23.155            0    100      0 ?

*>i  10.123.26.80/29  181.96.23.155            0    100      0 ?

*>i  10.123.26.96/29  181.88.78.129            0    100      0 ?

*>i  10.123.26.104/29 181.88.78.129            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.26.112/29 181.88.78.129            0    100      0 ?

*>i  10.123.26.128/28 181.88.172.237           0    100      0 ?

*>i  10.123.26.160/29 181.89.4.12              0    100      0 65011 ?

*>i  10.123.26.168/29 181.89.4.12              0    100      0 65011 ?

*>i  10.123.26.192/28 200.3.61.10              0    100      0 ?

*>i  10.123.26.224/29 181.88.79.134            0    100      0 ?

*>i  10.123.27.64/28  181.88.78.129            0    100      0 ?

*>i  10.123.27.80/28  181.88.78.129            0    100      0 ?

*>i  10.123.27.128/27 181.88.78.129            0    100      0 ?

*>i  10.123.27.160/28 181.88.79.194            0    100      0 ?

*>i  10.123.27.176/28 181.88.79.194            0    100      0 ?

*>i  10.123.27.192/28 181.88.69.249            0    100      0 ?

*>i  10.123.27.208/28 181.88.69.249            0    100      0 ?

*>i  10.123.27.216/29 181.88.79.134            0    100      0 ?

*>i  10.123.28.0/26   181.88.69.250            0    100      0 65011 ?

*>i  10.123.28.64/29  181.88.69.250            0    100      0 65011 ?

*>i  10.123.28.80/29  181.88.69.250            0    100      0 65011 ?

*>i  10.123.28.128/28 181.89.4.44              0    100      0 ?

*>i  10.123.28.152/29 181.88.69.226            0    100      0 ?

*>i  10.123.28.224/27 181.88.69.249            0    100      0 ?

*>i  10.123.29.32/28  181.88.78.129            0    100      0 ?

*>i  10.123.29.64/28  181.88.69.235            0    100      0 ?

*>i  10.123.29.96/27  181.88.69.236            0    100      0 ?

*>i  10.123.29.131/32 186.153.154.234          0    100      0 ?

*>i  10.123.29.132/32 186.153.154.234          0    100      0 ?

*>i  10.123.29.144/29 186.153.154.234          0    100      0 ?

*>i  10.123.29.160/29 181.88.69.251            0    100      0 ?

*>i  10.123.29.192/27 181.96.23.219            0    100      0 65011 ?

*>i  10.123.29.208/29 181.96.23.219            0    100      0 ?

*>i  10.123.29.216/29 181.96.23.219            0    100      0 ?

*>i  10.123.29.225/32 181.88.69.236            0    100      0 ?

*>i  10.123.29.226/32 181.88.69.236            0    100      0 ?

*>i  10.123.29.233/32 181.88.69.236            0    100      0 ?

*>i  10.123.29.234/32 181.88.69.236            0    100      0 ?

*>i  10.123.30.32/29  181.96.23.234            0    100      0 ?

*>i  10.123.30.64/27  181.88.69.251            0    100      0 ?

*>i  10.123.30.128/29 181.88.79.180            0    100      0 ?

*>i  10.123.30.128/27 181.88.69.235            0    100      0 ?

*>i  10.123.30.136/29 181.88.79.180            0    100      0 ?

*>i  10.123.30.160/29 181.88.79.173            0    100      0 ?

*>i  10.123.30.160/27 181.88.79.173            0    100      0 ?

*>i  10.123.30.187/32 181.88.69.251            0    100      0 ?

*>i  10.123.30.224/27 181.88.69.246            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.31.0/27   181.88.69.246            0    100      0 ?

*>i  10.123.31.32/27  181.88.69.246            0    100      0 ?

*>i  10.123.31.128/27 181.88.69.251            0    100      0 ?

*>i  10.123.31.160/27 181.88.69.233            0    100      0 ?

*>i  10.123.31.192/27 181.88.69.250            0    100      0 ?

*>i  10.123.31.216/29 181.88.78.129            0    100      0 ?

*>i  10.123.31.224/27 181.88.69.235            0    100      0 ?

*>i  10.123.32.32/27  200.3.61.10              0    100      0 ?

*>i  10.123.32.128/27 200.3.61.9               0    100      0 ?

*>i  10.123.32.136/30 181.88.69.235            0    100      0 ?

*>i  10.123.32.160/27 181.88.69.235            0    100      0 ?

*>i  10.123.33.0/27   200.3.61.10              0    100      0 ?

*>i  10.123.33.32/27  181.88.69.229            0    100      0 ?

*>i  10.123.33.64/27  181.88.79.170            0    100      0 ?

*>i  10.123.33.96/27  181.88.69.236            0    100      0 ?

*>i  10.123.33.128/27 181.88.69.233            0    100      0 ?

*>i  10.123.33.160/27 181.88.69.251            0    100      0 ?

*>i  10.123.34.0/27   181.88.69.251            0    100      0 ?

*>i  10.123.34.32/27  181.88.69.229            0    100      0 ?

*>i  10.123.34.64/27  181.88.79.173            0    100      0 ?

*>i  10.123.34.96/27  181.88.69.251            0    100      0 ?

*>i  10.123.34.128/27 181.88.69.249            0    100      0 ?

*>i  10.123.34.192/27 181.88.79.173            0    100      0 ?

*>i  10.123.34.224/27 181.88.69.236            0    100      0 ?

*>i  10.123.35.0/27   200.3.61.10              0    100      0 ?

*>i  10.123.35.16/28  181.88.69.236            0    100      0 ?

*>i  10.123.35.32/28  181.88.79.173            0    100      0 ?

*>i  10.123.35.40/29  181.88.79.173            0    100      0 ?

*>i  10.123.35.48/28  181.89.4.53              0    100      0 ?

*>i  10.123.36.0/29   181.88.69.249            0    100      0 ?

*>i  10.123.36.32/27  181.88.79.221            0    100      0 ?

*>i  10.123.36.56/29  181.88.69.226            0    100      0 ?

*>i  10.123.36.96/29  181.89.4.205           102    100      0 ?

*>i  10.123.36.128/29 181.88.69.229            0    100      0 ?

*>i  10.123.36.144/29 181.88.69.226            0    100      0 ?

*>i  10.123.36.176/29 181.88.69.251            0    100      0 ?

*>i  10.123.36.208/29 200.3.61.9               0    100      0 ?

*>i  10.123.36.216/29 181.88.78.129            0    100      0 ?

*>i  10.123.36.224/29 181.88.69.226            0    100      0 ?

*>i  10.123.36.232/29 181.88.79.134            0    100      0 ?

*>i  10.123.36.240/29 181.88.69.236            0    100      0 ?

*>i  10.123.37.0/30   181.88.69.249            0    100      0 ?

*>i  10.123.37.0/28   181.88.69.251            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.37.3/32   181.88.69.251            0    100      0 ?

*>i  10.123.37.4/32   181.88.69.251            0    100      0 ?

*>i  10.123.37.12/31  181.88.79.221            0    100      0 ?

*>i  10.123.37.14/32  181.88.79.134            0    100      0 ?

*>i  10.123.37.15/32  181.88.79.134            0    100      0 ?

*>i  10.123.37.18/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.19/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.20/32  181.88.69.246            0    100      0 ?

*>i  10.123.37.21/32  181.88.69.246            0    100      0 ?

*>i  10.123.37.22/32  181.89.4.205            82    100      0 ?

*>i  10.123.37.23/32  181.89.4.205            92    100      0 ?

*>i  10.123.37.24/32  181.89.4.205           102    100      0 ?

*>i  10.123.37.25/32  181.89.4.205            92    100      0 ?

*>i  10.123.37.26/32  181.89.4.205           112    100      0 ?

*>i  10.123.37.27/32  181.89.4.205           132    100      0 ?

*>i  10.123.37.29/32  181.88.79.194            0    100      0 ?

*>i  10.123.37.30/32  181.88.79.194            0    100      0 ?

*>i  10.123.37.31/32  181.88.69.229            0    100      0 ?

*>i  10.123.37.32/32  181.88.69.229            0    100      0 ?

*>i  10.123.37.33/32  181.88.69.236            0    100      0 ?

*>i  10.123.37.34/32  181.88.69.236            0    100      0 ?

*>i  10.123.37.35/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.36/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.37/32  181.88.79.150            0    100      0 ?

*>i  10.123.37.39/32  181.88.78.129            0    100      0 ?

*>i  10.123.37.40/32  181.88.78.129            0    100      0 ?

*>i  10.123.37.41/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.42/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.44/32  181.88.79.134            0    100      0 ?

*>i  10.123.37.45/32  181.88.79.134            0    100      0 ?

*>i  10.123.37.46/32  181.88.69.236            0    100      0 ?

*>i  10.123.37.47/32  181.88.69.236            0    100      0 ?

*>i  10.123.37.48/32  181.88.78.129            0    100      0 ?

*>i  10.123.37.49/32  181.88.78.129            0    100      0 ?

*>i  10.123.37.50/32  181.88.79.173            0    100      0 ?

*>i  10.123.37.51/32  181.88.79.173            0    100      0 ?

*>i  10.123.37.59/32  181.88.69.249            0    100      0 ?

*>i  10.123.37.60/32  181.88.69.249            0    100      0 ?

*>i  10.123.37.61/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.62/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.64/28  181.88.69.235            0    100      0 ?

*>i  10.123.37.67/32  181.89.4.53              0    100      0 ?

*>i  10.123.37.68/32  181.89.4.53              0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.37.68/30  181.88.79.180            0    100      0 ?

*>i  10.123.37.72/32  181.88.79.173            0    100      0 ?

*>i  10.123.37.73/32  181.88.79.173            0    100      0 ?

*>i  10.123.37.74/32  181.88.79.173            0    100      0 ?

*>i  10.123.37.76/32  181.88.79.180            0    100      0 ?

*>i  10.123.37.77/32  181.88.79.180            0    100      0 ?

*>i  10.123.37.78/32  181.88.79.150            0    100      0 ?

*>i  10.123.37.79/32  181.88.69.235            0    100      0 ?

*>i  10.123.37.80/32  181.88.69.235            0    100      0 ?

*>i  10.123.37.84/32  186.153.154.9            0    100      0 ?

*>i  10.123.37.85/32  186.153.154.9            0    100      0 ?

* i  10.123.37.86/32  186.153.154.9            0    100      0 ?

*>i                   181.88.69.226            0    100      0 ?

*>i  10.123.37.87/32  181.88.69.226            0    100      0 ?

*>i  10.123.37.88/32  181.88.79.137            0    100      0 ?

*>i  10.123.37.89/32  181.88.79.137            0    100      0 ?

*>i  10.123.37.90/32  186.153.154.9            0    100      0 ?

*>i  10.123.37.91/32  186.153.154.9            0    100      0 ?

*>i  10.123.37.93/32  186.153.154.9            0    100      0 ?

*>i  10.123.37.100/32 181.89.4.205           122    100      0 ?

*>i  10.123.37.101/32 181.88.79.199            0    100      0 ?

*>i  10.123.37.102/32 181.88.79.199            0    100      0 ?

*>i  10.123.37.104/32 181.88.79.199            0    100      0 ?

*>i  10.123.37.105/32 181.88.69.235            0    100      0 ?

*>i  10.123.37.106/32 181.88.69.235            0    100      0 ?

*>i  10.123.37.160/29 181.88.69.235            0    100      0 ?

*>i  10.123.38.16/30  181.88.79.150            0    100      0 ?

*>i  10.123.38.24/31  181.96.23.155            0    100      0 ?

*>i  10.123.38.26/31  181.96.23.155            0    100      0 ?

*>i  10.123.38.36/30  181.88.69.246            0    100      0 ?

*>i  10.123.38.42/31  181.89.4.12              0    100      0 ?

*>i  10.123.38.46/31  181.88.69.250            0    100      0 ?

*>i  10.123.38.50/31  181.88.69.246            0    100      0 ?

*>i  10.123.38.54/31  181.88.69.246            0    100      0 ?

*>i  10.123.38.60/31  181.88.69.177            0    100      0 ?

*>i  10.123.38.68/31  181.88.69.250            0    100      0 ?

*>i  10.123.38.76/30  10.100.0.105                  100      0 i

*>i  10.123.38.80/30  181.88.78.129            0    100      0 ?

*>i  10.123.38.84/30  181.88.78.129            0    100      0 ?

*>i  10.123.38.96/30  181.89.4.11              0    100      0 ?

*>i  10.123.38.188/31 181.96.115.168           0    100      0 ?

*>i  10.123.38.198/31 181.88.69.250            0    100      0 ?

*>i  10.123.38.212/31 181.88.69.250            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.38.214/31 181.88.69.250            0    100      0 ?

*>i  10.123.38.218/31 181.88.79.182            0    100      0 ?

*>i  10.123.38.222/31 181.88.69.251            0    100      0 ?

*>i  10.123.38.226/31 181.88.69.236            0    100      0 ?

*>i  10.123.38.228/31 181.96.23.155            0    100      0 ?

*>i  10.123.38.230/31 181.96.23.155            0    100      0 ?

*>i  10.123.38.232/31 181.88.69.226            0    100      0 ?

*>i  10.123.38.242/31 181.88.79.199            0    100      0 ?

*>i  10.123.38.246/31 181.96.23.219            0    100      0 ?

*>i  10.123.39.0/29   181.88.69.235            0    100      0 ?

*>i  10.123.39.8/29   181.88.79.150            0    100      0 ?

*>i  10.123.39.12/30  181.88.69.251            0    100      0 ?

*>i  10.123.39.16/29  181.88.78.129            0    100      0 ?

*>i  10.123.39.24/29  181.88.79.221            0    100      0 ?

*>i  10.123.39.32/29  181.88.78.129            0    100      0 ?

*>i  10.123.39.40/29  181.88.79.173            0    100      0 ?

*>i  10.123.39.48/29  181.88.79.173            0    100      0 ?

*>i  10.123.39.96/29  181.88.69.249            0    100      0 ?

*>i  10.123.39.104/29 181.88.69.226            0    100      0 ?

*>i  10.123.39.128/29 181.88.69.236            0    100      0 ?

*>i  10.123.39.136/29 181.88.79.180            0    100      0 ?

*>i  10.123.39.152/29 181.89.4.53              0    100      0 ?

*>i  10.123.39.160/30 181.88.79.180            0    100      0 ?

*>i  10.123.39.160/29 181.88.69.235            0    100      0 ?

*>i  10.123.39.168/29 190.225.250.58           0    100      0 ?

*>i  10.123.39.176/29 181.88.79.173            0    100      0 ?

*>i  10.123.39.184/29 181.88.79.173            0    100      0 ?

*>i  10.123.39.192/29 181.88.79.173            0    100      0 ?

*>i  10.123.39.208/29 181.88.79.180            0    100      0 ?

*>i  10.123.39.224/29 181.88.79.199            0    100      0 ?

*>i  10.123.39.232/29 181.88.69.236            0    100      0 ?

*>i  10.123.39.240/29 181.88.79.150            0    100      0 ?

*>i  10.123.40.0/28   181.88.78.129            0    100      0 ?

*>i  10.123.40.64/30  181.88.69.250            0    100      0 ?

*>i  10.123.40.72/30  181.88.69.250            0    100      0 ?

*>i  10.123.40.96/27  181.88.69.171            0    100      0 ?

*>i  10.123.40.161/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.162/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.163/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.164/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.168/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.170/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.171/32 181.88.79.134            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.40.173/32 181.88.79.134            0    100      0 ?

*>i  10.123.40.192/27 181.88.79.180            0    100      0 ?

*>i  10.123.40.224/27 181.88.79.180            0    100      0 ?

*>i  10.123.41.0/27   181.88.79.180            0    100      0 ?

*>i  10.123.41.64/28  181.88.78.129            0    100      0 ?

*>i  10.123.41.192/27 181.88.69.229            0    100      0 ?

*>i  10.123.42.0/27   181.88.79.173            0    100      0 ?

*>i  10.123.42.32/31  181.96.23.155            0    100      0 ?

*>i  10.123.42.32/29  181.88.69.236            0    100      0 ?

*>i  10.123.42.36/31  181.88.79.199            0    100      0 ?

*>i  10.123.42.64/27  181.88.79.173            0    100      0 ?

*>i  10.123.42.96/27  181.88.79.173            0    100      0 ?

*>i  10.123.42.104/29 181.88.79.173            0    100      0 ?

*>i  10.123.42.109/32 181.88.79.194            0    100      0 ?

*>i  10.123.42.110/32 181.88.79.194            0    100      0 ?

*>i  10.123.42.128/27 181.96.23.248            0    100      0 ?

*>i  10.123.42.160/29 181.88.78.129            0    100      0 ?

*>i  10.123.42.168/29 181.88.78.129            0    100      0 ?

*>i  10.123.42.176/29 181.88.78.129            0    100      0 ?

*>i  10.123.42.192/29 181.88.69.226            0    100      0 ?

*>i  10.123.42.232/29 181.96.23.155            0    100      0 ?

*>i  10.123.43.0/29   181.88.69.235            0    100      0 ?

*>i  10.123.43.8/29   181.96.23.155            0    100      0 ?

*>i  10.123.43.16/29  186.153.154.9            0    100      0 ?

*>i  10.123.43.24/29  181.88.79.137            0    100      0 ?

*>i  10.123.43.32/29  186.153.154.9            0    100      0 ?

*>i  10.123.43.48/29  181.88.79.170            0    100      0 ?

*>i  10.123.43.64/29  181.88.69.235            0    100      0 ?

*>i  10.123.43.72/29  181.88.69.235            0    100      0 ?

*>i  10.123.43.80/29  181.88.69.252            0    100      0 ?

*>i  10.123.43.88/29  181.88.69.252            0    100      0 ?

*>i  10.123.43.96/29  181.96.23.234            0    100      0 ?

*>i  10.123.43.104/29 181.96.23.219            0    100      0 ?

*>i  10.123.43.112/29 181.96.23.81             0    100      0 ?

*>i  10.123.43.120/29 181.88.78.129            0    100      0 ?

*>i  10.123.43.160/29 181.96.23.219            0    100      0 ?

*>i  10.123.43.168/29 181.88.79.134            0    100      0 ?

*>i  10.123.43.217/32 181.88.79.134            0    100      0 ?

*>i  10.123.44.0/27   181.88.69.235            0    100      0 ?

*>i  10.123.44.32/27  181.96.23.155            0    100      0 ?

*>i  10.123.44.64/27  186.153.154.9            0    100      0 ?

*>i  10.123.44.128/27 181.88.69.226            0    100      0 ?

*>i  10.123.44.160/27 181.88.69.249            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.44.192/27 181.88.69.252            0    100      0 ?

*>i  10.123.44.224/27 181.88.69.235            0    100      0 ?

*>i  10.123.45.0/27   181.96.23.81             0    100      0 ?

*>i  10.123.45.32/27  181.88.69.236            0    100      0 ?

*>i  10.123.45.96/27  181.88.69.250            0    100      0 ?

*>i  10.123.45.224/27 181.88.79.132            0    100      0 ?

*>i  10.123.46.52/30  181.88.79.168            0    100      0 ?

*>i  10.123.46.56/30  181.88.79.178            0    100      0 ?

*>i  10.123.46.76/30  181.88.79.182            0    100      0 ?

*>i  10.123.46.192/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.196/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.204/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.208/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.212/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.216/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.224/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.228/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.232/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.236/30 181.96.23.155            0    100      0 ?

*>i  10.123.46.248/31 181.88.79.173            0    100      0 ?

*>i  10.123.47.0/29   181.88.69.236            0    100      0 ?

*>i  10.123.47.8/29   181.96.23.129            0    100      0 ?

*>i  10.123.47.32/29  181.88.69.236            0    100      0 ?

*>i  10.123.47.40/29  181.88.69.236            0    100      0 ?

*>i  10.123.47.64/29  181.88.69.250            0    100      0 ?

*>i  10.123.47.72/29  181.88.69.236            0    100      0 ?

*>i  10.123.47.80/29  181.88.79.132            0    100      0 ?

*>i  10.123.47.104/29 181.88.69.236            0    100      0 ?

*>i  10.123.47.112/29 181.88.69.250            0    100      0 65011 ?

*>i  10.123.47.128/29 181.88.69.235            0    100      0 ?

*>i  10.123.47.168/29 181.96.23.129            0    100      0 ?

*>i  10.123.47.176/29 181.88.69.235            0    100      0 ?

*>i  10.123.47.192/29 181.88.79.194            0    100      0 ?

*>i  10.123.47.200/29 181.88.79.199            0    100      0 ?

*>i  10.123.47.208/29 181.88.79.199            0    100      0 ?

*>i  10.123.47.216/29 181.88.69.251            0    100      0 ?

*>i  10.123.47.232/29 181.88.79.194            0    100      0 ?

*>i  10.123.47.240/31 181.96.115.163           0    100      0 ?

*>i  10.123.48.8/29   181.88.69.234            0    100      0 ?

*>i  10.123.48.16/29  181.88.172.220           0    100      0 ?

*>i  10.123.48.192/29 181.88.69.226            0    100      0 ?

*>i  10.123.48.200/29 181.88.69.251            0    100      0 ?

*>i  10.123.48.208/29 181.88.69.250            0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.123.48.218/31 181.88.79.170            0    100      0 ?

*>i  10.123.48.222/31 181.88.69.236            0    100      0 ?

*>i  10.123.48.224/29 181.89.6.5               0    100      0 ?

*>i  10.123.48.240/31 181.89.4.203             0    100      0 ?

*>i  10.123.48.252/31 181.88.172.150           0    100      0 ?

*>i  10.123.49.0/27   181.89.4.60              0    100      0 ?

*>i  10.123.49.32/27  181.88.69.171            0    100      0 ?

*>i  10.123.49.64/27  181.96.23.129            0    100      0 ?

*>i  10.123.49.128/27 181.89.4.37              0    100      0 ?

*>i  10.123.49.160/27 181.89.4.60              0    100      0 ?

*>i  10.123.49.168/29 181.96.23.129            0    100      0 ?

*>i  10.123.49.192/27 181.88.69.235            0    100      0 ?

*>i  10.123.49.224/27 181.88.69.236            0    100      0 ?

*>i  10.123.64.0/27   181.88.69.236            0    100      0 ?

*>i  10.123.64.32/27  181.88.69.249            0    100      0 ?

*>i  10.123.64.81/32  181.88.69.252            0    100      0 ?

*>i  10.123.64.82/32  181.88.69.252            0    100      0 ?

*>i  10.123.64.88/29  181.88.69.252            0    100      0 ?

*>i  10.123.64.96/27  181.88.69.251            0    100      0 ?

*>i  10.123.64.128/27 181.88.69.252            0    100      0 ?

*>i  10.123.64.160/27 181.88.79.173            0    100      0 ?

*>i  10.123.65.0/30   181.88.79.134            0    100      0 ?

*>i  10.123.65.4/30   181.88.69.233            0    100      0 ?

*>i  10.123.65.32/29  181.96.23.17             0    100      0 ?

*>i  10.123.65.40/29  181.96.23.221            0    100      0 ?

*>i  10.123.65.48/29  181.88.79.170            0    100      0 ?

*>i  10.123.65.56/29  181.88.79.170            0    100      0 ?

*>i  10.123.65.64/30  181.88.172.51            0    100      0 ?

*>i  10.123.128.0/21  200.3.61.10              0    100      0 ?

*>i  10.123.136.16/29 200.3.61.10              0    100      0 ?

*>i  10.123.136.24/29 200.3.61.10              0    100      0 ?

*>i  10.123.136.32/27 200.3.61.10              0    100      0 ?

*>i  10.123.136.64/27 181.88.78.196            0    100      0 ?

*>i  10.123.136.96/27 181.88.78.196            0    100      0 ?

*>i  10.123.136.128/27

                       181.88.78.196            0    100      0 ?

*>i  10.123.136.160/27

                       181.88.78.196            0    100      0 ?

*>i  10.123.136.192/29

                       200.3.61.10              0    100      0 ?

*>i  10.123.136.192/27

                       181.88.79.173            0    100      0 ?

*>i  10.123.136.224/29

     Network          Next Hop            Metric LocPrf Weight Path

                       200.3.61.10              0    100      0 ?

*>i  10.123.144.0/26  181.88.78.196            0    100      0 ?

*>i  10.123.144.64/26 181.88.78.196            0    100      0 ?

*>i  10.123.144.128/26

                       181.88.79.178            0    100      0 ?

*>i  10.123.144.168/29

                       181.88.79.178            0    100      0 ?

*>i  10.123.144.192/27

                       181.96.23.81             0    100      0 ?

*>i  10.123.145.0/27  181.96.115.163           0    100      0 65011 ?

*>i  10.123.145.32/27 181.88.69.236            0    100      0 ?

*>i  10.123.145.64/27 181.88.79.173            0    100      0 ?

*>i  10.123.145.96/27 181.88.69.249            0    100      0 ?

*>i  10.123.145.128/27

                       181.88.79.194            0    100      0 ?

*>i  10.123.145.160/27

                       181.88.69.249            0    100      0 ?

*>i  10.123.145.192/27

                       181.88.79.199            0    100      0 ?

*>i  10.123.145.224/27

                       181.96.23.155            0    100      0 ?

*>i  10.123.146.0/27  181.88.79.199            0    100      0 ?

*>i  10.123.146.32/27 181.89.4.60              0    100      0 ?

*>i  10.123.146.64/27 181.88.69.251            0    100      0 ?

