Network          Next Hop            Metric LocPrf Weight Path

Route Distinguisher: 7303:646

*>i  10.122.145.32/27 190.225.250.51           0    100      0 ?

*>i  10.122.145.96/27 181.88.172.183           0    100      0 ?

*>i  10.122.145.128/27

                       181.89.6.35              0    100      0 ?

*>i  10.122.145.160/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.145.192/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.145.224/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.146.0/27  181.88.172.75            0    100      0 ?

*>i  10.122.146.32/27 190.225.250.50           0    100      0 ?

*>i  10.122.146.64/27 181.88.172.181           0    100      0 ?

*>i  10.122.146.128/27

                       181.88.172.132           0    100      0 ?

*>i  10.122.146.160/27

                       181.88.172.158           0    100      0 ?

*>i  10.122.146.192/27

                       181.88.172.87            0    100      0 ?

*>i  10.122.146.224/27

                       181.88.172.191           0    100      0 ?

*>i  10.122.147.32/27 181.88.172.134           0    100      0 ?

*>i  10.122.147.64/27 181.89.4.60              0    100      0 ?

*>i  10.122.147.96/27 181.88.172.215           0    100      0 ?

*>i  10.122.147.112/28

                       181.88.172.158           0    100      0 ?

*>i  10.122.147.128/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.147.160/27

                       181.88.172.158           0    100      0 ?

*>i  10.122.147.192/27

                       181.88.172.158           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*    10.122.147.224/27

                       10.100.0.16                            0 10481 i

*>                    10.100.0.16                            0 10481 i

*>i  10.122.148.32/27 181.88.172.183           0    100      0 ?

*>i  10.122.148.128/27

                       200.3.61.4               0    100      0 ?

*>i  10.122.148.160/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.148.192/27

                       181.89.6.31              0    100      0 ?

*>i  10.122.148.224/27

                       200.3.61.4               0    100      0 ?

*>i  10.122.149.0/27  181.88.172.221           0    100      0 ?

*>i  10.122.149.32/29 181.88.172.158           0    100      0 ?

*    10.122.149.32/27 10.100.0.16                            0 10481 i

*>                    10.100.0.16                            0 10481 i

*>i  10.122.149.64/27 181.88.172.181           0    100      0 ?

*>i  10.122.149.96/27 181.88.172.134           0    100      0 ?

*>i  10.122.149.128/27

                       181.88.172.181           0    100      0 ?

*>i  10.122.149.160/27

                       200.3.61.4               0    100      0 ?

*>i  10.122.149.192/27

                       181.88.172.150           0    100      0 ?

*>i  10.122.150.0/27  181.88.172.181           0    100      0 ?

*>i  10.122.150.32/27 181.88.172.181           0    100      0 ?

*>i  10.122.150.64/27 181.88.172.183           0    100      0 ?

*>i  10.122.150.128/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.150.192/26

                       200.3.61.3               0    100      0 ?

*>i  10.122.150.208/29

                       200.3.61.3               0    100      0 ?

*>i  10.122.151.0/27  200.3.61.3               0    100      0 ?

*>i  10.122.151.32/27 200.3.61.3               0    100      0 ?

*>i  10.122.151.96/27 200.3.61.3               0    100      0 ?

*>i  10.122.151.128/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.151.160/29

                       181.88.172.183           0    100      0 ?

*>i  10.122.151.160/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.151.192/29

     Network          Next Hop            Metric LocPrf Weight Path

                       181.88.172.183           0    100      0 ?

*>i  10.122.151.200/29

                       181.88.172.183           0    100      0 ?

* i                   200.3.61.3               0    100      0 ?

*>i  10.122.151.224/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.152.0/29  181.88.172.221           0    100      0 ?

*>i  10.122.152.8/29  181.88.172.221           0    100      0 ?

*>i  10.122.152.32/29 181.88.172.206           0    100      0 ?

*>i  10.122.152.40/29 181.88.172.206           0    100      0 ?

*>i  10.122.152.48/29 181.88.172.206           0    100      0 ?

*>i  10.122.152.64/29 181.89.6.30              0    100      0 ?

*>i  10.122.152.96/27 181.89.6.35              0    100      0 ?

*>i  10.122.152.128/26

                       181.88.172.158           0    100      0 ?

*>i  10.122.152.176/29

                       181.88.172.158           0    100      0 ?

*>i  10.122.152.192/26

                       181.88.172.177           0    100      0 ?

*>i  10.122.153.24/29 181.88.172.199           0    100      0 ?

*>i  10.122.153.32/28 181.88.172.199           0    100      0 ?

*>i  10.122.153.64/29 190.225.250.51           0    100      0 ?

*>i  10.122.153.72/29 190.225.250.51           0    100      0 ?

*>i  10.122.153.80/28 190.225.250.51           0    100      0 ?

*    10.122.153.104/29

                       10.100.0.126                           0 10481 ?

*>                    10.100.0.126                           0 10481 ?

*>i  10.122.153.128/27

                       190.225.250.51           0    100      0 ?

*>i  10.122.153.224/29

                       181.88.172.75            0    100      0 ?

*>i  10.122.154.80/29 181.89.6.35              0    100      0 ?

*>i  10.122.154.88/29 181.89.6.35              0    100      0 ?

*>i  10.122.154.96/27 181.88.172.132           0    100      0 ?

*>i  10.122.154.128/27

                       181.88.172.132           0    100      0 ?

*>i  10.122.154.160/27

                       181.88.172.132           0    100      0 ?

*>i  10.122.154.192/29

                       181.88.172.87            0    100      0 ?

*>i  10.122.154.224/29

                       181.88.172.158           0    100      0 ?

*>i  10.122.155.0/29  181.88.172.134           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.155.16/29 181.88.172.134           0    100      0 ?

*>i  10.122.155.32/29 181.88.172.158           0    100      0 ?

*>i  10.122.155.64/29 181.88.172.183           0    100      0 ?

*>i  10.122.155.72/29 181.88.172.183           0    100      0 ?

*>i  10.122.155.80/29 181.88.172.183           0    100      0 ?

*>i  10.122.155.96/27 181.88.172.183           0    100      0 ?

*>i  10.122.155.128/28

                       181.88.172.158           0    100      0 ?

*    10.122.155.195/32

                       10.100.0.16                            0 10481 i

*>                    10.100.0.16                            0 10481 i

*>i  10.122.155.224/27

                       181.88.172.206           0    100      0 ?

*    10.122.156.16/28 10.100.0.151                           0 10481 i

*>                    10.100.0.151                           0 10481 i

*>i  10.122.156.64/27 181.88.172.183           0    100      0 ?

*>i  10.122.156.160/29

                       181.88.172.221           0    100      0 ?

*>i  10.122.156.168/29

                       181.88.172.221           0    100      0 ?

*>i  10.122.157.0/27  181.88.172.206           0    100      0 ?

*>i  10.122.157.8/29  181.88.172.206           0    100      0 ?

*>i  10.122.157.32/27 190.225.250.50           0    100      0 ?

*>i  10.122.157.64/27 200.3.61.4               0    100      0 ?

*>i  10.122.157.96/27 181.88.172.183           0    100      0 ?

*>i  10.122.157.128/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.157.160/27

                       190.225.250.50           0    100      0 ?

*>i  10.122.157.192/26

                       181.88.172.183           0    100      0 ?

*>i  10.122.158.0/29  181.88.172.183           0    100      0 ?

*>i  10.122.158.64/27 181.88.172.183           0    100      0 ?

*>i  10.122.158.96/27 181.88.172.183           0    100      0 ?

*>i  10.122.158.128/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.158.160/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.158.192/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.158.224/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.159.0/27  181.88.172.183           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.159.32/27 181.88.172.183           0    100      0 ?

*>i  10.122.159.64/27 181.88.172.183           0    100      0 ?

*>i  10.122.159.96/27 200.3.61.3               0    100      0 ?

*>i  10.122.159.128/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.159.160/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.159.192/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.159.224/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.160.0/27  200.3.61.3               0    100      0 ?

*>i  10.122.160.32/27 181.88.172.183           0    100      0 ?

*>i  10.122.160.64/27 181.88.172.134           0    100      0 ?

*>i  10.122.160.128/27

                       181.88.172.181           0    100      0 ?

*>i  10.122.160.160/27

                       181.88.172.158           0    100      0 ?

*>i  10.122.160.192/27

                       200.3.64.96              0    100      0 ?

*>i  10.122.160.224/27

                       181.88.172.72            0    100      0 ?

*>i  10.122.161.32/27 181.88.172.199           0    100      0 ?

*>i  10.122.161.64/27 181.89.6.34              0    100      0 ?

*>i  10.122.161.96/27 181.88.172.183           0    100      0 ?

*>i  10.122.161.128/27

                       181.88.172.220           0    100      0 ?

*>i  10.122.161.160/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.161.192/27

                       181.88.172.183           0    100      0 ?

* i  10.122.161.224/27

                       200.3.61.4               0    100      0 ?

*>i                   190.225.250.50           0    100      0 ?

*>i  10.122.162.0/27  181.88.172.220           0    100      0 ?

*>i  10.122.162.64/27 181.88.172.204           0    100      0 ?

*>i  10.122.162.128/27

                       181.88.172.58            0    100      0 ?

*>i  10.122.162.160/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.168.0/25  181.88.172.181           0    100      0 ?

*>i  10.122.168.2/31  181.88.172.181           0    100      0 ?

*>i  10.122.168.64/26 181.88.172.181           0    100      0 ?

     Network          Next Hop            Metric LocPrf Weight Path

*>i  10.122.168.128/26

                       181.88.172.183           0    100      0 ?

*>i  10.122.169.0/26  200.3.61.3               0    100      0 ?

*>i  10.122.169.64/26 181.88.172.183           0    100      0 ?

*>i  10.122.169.128/29

                       181.88.172.183           0    100      0 ?

*>i  10.122.169.136/29

                       181.88.172.183           0    100      0 ?

*>i  10.122.169.152/29

                       181.88.172.183           0    100      0 ?

*>i  10.122.169.192/28

                       181.88.172.181           0    100      0 ?

*>i  10.122.170.64/27 200.3.61.4               0    100      0 ?

*>i  10.122.170.136/29

                       190.225.250.50           0    100      0 ?

*>i  10.122.170.192/29

                       181.88.172.181           0    100      0 ?

*>i  10.122.170.200/29

                       181.88.172.181           0    100      0 ?

*>i  10.122.170.224/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.171.0/27  200.3.61.3               0    100      0 ?

*>i  10.122.171.32/27 200.3.61.3               0    100      0 ?

*>i  10.122.171.64/27 200.3.61.3               0    100      0 ?

*>i  10.122.171.96/27 200.3.61.3               0    100      0 ?

*>i  10.122.171.128/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.171.160/27

                       200.3.61.3               0    100      0 ?

*>i  10.122.171.192/27

                       190.225.250.50           0    100      0 ?

*>i  10.122.171.224/27

                       181.88.172.183           0    100      0 ?

*>i  10.122.172.0/27  181.88.172.183           0    100      0 ?

*>i  10.122.172.32/27 181.88.172.183           0    100      0 ?

*>i  10.122.172.64/27 181.88.172.183           0    100      0 ?

*>i  10.122.172.96/27 200.3.61.3               0    100      0 ?

*>i  10.122.172.128/27
